model,display_name,video,true_label,score
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0427.avi,0,0.5279904007911682
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0332.avi,0,0.7395440340042114
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0631.avi,1,0.9824579358100891
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_138.mp4,1,0.9934513568878174
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_801.mp4,0,0.0005768824485130608
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0549.avi,0,0.048432741314172745
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_843.mp4,1,0.9742028713226318
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_572.mp4,0,0.963527262210846
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0335.avi,1,0.981650173664093
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_499.mp4,0,0.9610760807991028
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_740.mp4,1,0.994577169418335
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0047.avi,1,0.8457625508308411
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_825.mp4,1,0.986976146697998
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0006.avi,1,0.5739919543266296
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_250.mp4,1,0.9857445359230042
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0157.avi,1,0.7138398885726929
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_897.mp4,1,0.9960058331489563
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_879.avi,0,0.0005296515882946551
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_77.mp4,1,0.9256585240364075
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_179.mp4,1,0.9941533207893372
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_601.mp4,1,0.9968255162239075
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0034.avi,0,0.9576399326324463
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0167.avi,1,0.8696876168251038
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0506.avi,0,0.007625033613294363
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0144.avi,0,0.908521294593811
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_69.mp4,1,0.992310643196106
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0489.avi,0,0.4121529161930084
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0130.avi,0,0.042928505688905716
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0157.avi,0,0.026033952832221985
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0205.avi,0,0.0010530635481700301
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0632.avi,0,0.046419769525527954
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0151.avi,0,0.26884329319000244
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0236.avi,1,0.8897159695625305
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0766.avi,1,0.0666607990860939
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_884.mp4,1,0.994257390499115
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_240.mp4,0,0.0011190983932465315
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_881.avi,0,0.0004275156825315207
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0165.avi,1,0.9710975289344788
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_617.mp4,0,0.0007462124922312796
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0088.avi,0,0.37322819232940674
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_82.mp4,0,0.05521255359053612
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_761.mp4,1,0.9883520603179932
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_968.mp4,1,0.996376633644104
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_637.mp4,1,0.9732444286346436
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0587.avi,0,0.001835153205320239
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_139.mp4,1,0.9864707589149475
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_374.mp4,0,0.0016459164908155799
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_831.mp4,0,0.0005591105436906219
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0339.avi,0,0.4181969165802002
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0129.avi,0,0.03386133164167404
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0779.avi,0,0.5492083430290222
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_189.mp4,1,0.9908990263938904
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_59.mp4,0,0.004101911559700966
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_258.mp4,1,0.8901858329772949
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0088.avi,1,0.9115344285964966
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0746.avi,1,0.9890901446342468
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0327.avi,0,0.039037398993968964
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0493.avi,1,0.6038166284561157
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0700.avi,0,0.013211228884756565
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0231.avi,0,0.36219027638435364
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_784.mp4,0,0.008418225683271885
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_934.mp4,1,0.9979637861251831
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_591.mp4,0,0.4859457015991211
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_630.mp4,1,0.9977495074272156
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0083.avi,1,0.5541285276412964
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_84.mp4,0,0.0016655790386721492
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_570.mp4,1,0.9982810020446777
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_620.mp4,1,0.9965653419494629
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_235.mp4,0,0.0012718993239104748
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0488.avi,1,0.8224997520446777
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_79.mp4,0,0.0003585766244214028
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_300.mp4,1,0.9943885803222656
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0525.avi,1,0.9899810552597046
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_771.mp4,1,0.981888473033905
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_401.mp4,1,0.9972305297851562
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_657.mp4,1,0.9976150393486023
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_99.mp4,0,0.1057480052113533
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_652.mp4,1,0.9941829442977905
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0165.avi,1,0.8037418127059937
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_203.mp4,1,0.9983533024787903
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0144.avi,1,0.7313559651374817
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0749.avi,1,0.9800466895103455
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_812.mp4,1,0.9110062718391418
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0240.avi,1,0.9665907621383667
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_965.mp4,1,0.8544406294822693
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0780.avi,0,0.030228089541196823
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0716.avi,1,0.9444606304168701
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_317.mp4,0,0.01594352349638939
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0127.avi,0,0.018375491723418236
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_450.mp4,0,0.0012253462336957455
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_520.mp4,0,0.0028360995929688215
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0552.avi,1,0.8686239123344421
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_608.mp4,1,0.9827010035514832
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_115.mp4,1,0.953552782535553
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0672.avi,0,0.5293445587158203
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0376.avi,0,0.016889898106455803
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0633.avi,0,0.001531110261566937
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0774.avi,0,0.00976967066526413
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_847.mp4,0,0.031455148011446
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0371.avi,0,0.0008321135537698865
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_929.mp4,0,0.023357348516583443
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_110.mp4,0,0.0012057292042300105
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_123.mp4,0,0.002784260781481862
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_417.mp4,1,0.9908472299575806
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0522.avi,1,0.9869294166564941
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0065.avi,1,0.9281150698661804
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0276.avi,0,0.00980803370475769
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_90.mp4,0,0.008867952041327953
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0476.avi,1,0.9848266839981079
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0369.avi,1,0.5643495321273804
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0603.avi,1,0.9724770188331604
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0761.avi,0,0.011765594594180584
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0751.avi,0,0.000768659170717001
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0143.avi,1,0.98993980884552
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_228.mp4,0,0.0006226407713256776
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_20.mp4,0,0.17934489250183105
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0432.avi,1,0.5784516930580139
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_116.mp4,0,0.6336947679519653
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0764.avi,0,0.9612911939620972
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0076.avi,1,0.9585020542144775
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_986.mp4,0,0.011226236820220947
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0195.avi,0,0.004839051514863968
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_565.mp4,0,0.9738927483558655
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0058.avi,1,0.9864202737808228
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_359.mp4,0,0.04126011207699776
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0301.avi,1,0.9587836265563965
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0570.avi,1,0.9934256672859192
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_3.mp4,0,0.00034665377461351454
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_668.mp4,0,0.3130604922771454
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0408.avi,0,0.23215943574905396
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0569.avi,1,0.9692814946174622
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0502.avi,0,0.05181240290403366
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0096.avi,0,0.03029789589345455
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0448.avi,1,0.9344356060028076
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_675.mp4,1,0.9897136092185974
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_981.mp4,0,0.015819044783711433
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0167.avi,0,0.015689048916101456
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_419.mp4,1,0.9943609237670898
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0101.avi,0,0.0594540573656559
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0505.avi,0,0.0787721499800682
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_420.mp4,1,0.9691613912582397
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_263.mp4,1,0.8908892869949341
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_468.mp4,1,0.9927350878715515
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0234.avi,0,0.0032612946815788746
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_568.mp4,1,0.9934155941009521
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_787.mp4,1,0.9979506731033325
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0135.avi,0,0.8235827088356018
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0184.avi,1,0.9490325450897217
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_637.mp4,0,0.049462124705314636
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_45.mp4,1,0.9829314351081848
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_486.mp4,1,0.9987133741378784
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\NonFight\rwf_val_nonfight_0109.avi,0,0.1851152628660202
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0156.avi,0,0.09819786995649338
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0610.avi,0,0.009982595220208168
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0783.avi,0,0.0011498327367007732
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_806.mp4,1,0.9985917210578918
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0067.avi,1,0.6626660823822021
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0407.avi,0,0.3581562936306
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_233.mp4,1,0.48233816027641296
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\val\Fight\rwf_val_fight_0136.avi,1,0.9777005314826965
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_414.mp4,0,0.04335220903158188
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_132.mp4,1,0.9850358963012695
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0396.avi,1,0.6501347422599792
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0258.avi,0,0.053234439343214035
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0535.avi,1,0.9721576571464539
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0032.avi,0,0.8659234642982483
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_248.mp4,0,0.008986205793917179
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_575.mp4,1,0.9944877624511719
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_215.mp4,0,0.0005274862633086741
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_357.mp4,1,0.9922214150428772
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_616.mp4,0,0.0022751365322619677
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_703.mp4,1,0.9938957095146179
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\Fight\rwf_train_fight_0029.avi,1,0.9411864876747131
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_863.mp4,1,0.9945822954177856
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0727.avi,0,0.9131208062171936
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_744.mp4,1,0.9952036142349243
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0682.avi,0,0.13804757595062256
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_167.mp4,0,0.0006757636438123882
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_426.mp4,1,0.9928323030471802
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_49.mp4,1,0.9934738278388977
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_763.mp4,1,0.9893431663513184
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0416.avi,0,0.0013143483083695173
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_772.mp4,0,0.0008208088111132383
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0241.avi,0,0.16114576160907745
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_592.mp4,0,0.5208641290664673
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_153.mp4,1,0.9942980408668518
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0041.avi,0,0.6000950932502747
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_927.mp4,0,0.3942638635635376
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_98.mp4,0,0.5836842060089111
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_120.mp4,0,0.001233135350048542
original,SIRCH original (epoch 4),C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_345.mp4,0,0.009838186204433441
