split,dataset_origin,label,duration_sec,path
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0225.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0226.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0227.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0228.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0233.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0235.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0236.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0238.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0242.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0243.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0244.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0246.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0248.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0250.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0252.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0253.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0255.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0256.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0257.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0258.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0259.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0261.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0262.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0263.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0264.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0265.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0266.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0267.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0268.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0269.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0270.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0271.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0272.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0273.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0274.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0275.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0277.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0278.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0280.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0282.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0286.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0287.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0288.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0291.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0296.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0297.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0299.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0302.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0303.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0304.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0305.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0307.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0308.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0309.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0310.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0311.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0312.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0313.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0317.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0318.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0320.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0321.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0322.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0323.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0325.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0326.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0327.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0328.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0331.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0333.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0334.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0335.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0338.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0339.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0341.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0343.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0346.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0347.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0348.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0349.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0350.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0351.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0352.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0353.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0354.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0356.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0357.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0358.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0360.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0361.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0362.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0363.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0364.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0365.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0367.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0368.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0370.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0371.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0373.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0374.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0375.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0376.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0378.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0381.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0384.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0385.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0387.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0388.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0390.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0391.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0392.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0393.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0395.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0396.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0397.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0398.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0400.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0401.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0402.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0403.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0405.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0406.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0407.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0409.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0410.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0412.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0413.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0415.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0419.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0420.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0423.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0426.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0428.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0429.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0431.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0433.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0434.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0435.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0436.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0437.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0438.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0439.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0440.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0441.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0445.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0446.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0448.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0449.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0452.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0453.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0456.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0457.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0458.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0461.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0462.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0463.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0464.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0465.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0466.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0467.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0469.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0471.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0473.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0474.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0475.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0476.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0477.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0478.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0479.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0480.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0481.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0482.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0485.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0487.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0488.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0491.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0492.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0493.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0494.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0495.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0496.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0497.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0499.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0500.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0501.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0502.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0503.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0505.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0508.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0509.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0510.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0513.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0514.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0515.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0516.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0517.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0518.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0519.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0520.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0521.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0522.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0523.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0525.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0527.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0528.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0532.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0534.avi
train,RWF-2000,Non-violence,5.000,C:\SIRCH_ENV\datasets\RWF-2000\train\NonFight\rwf_train_nonfight_0535.avi
