scene_group_id,group_origin,perceptual_cluster_ids,size,label_0_count,label_1_count,old_train_count,old_validation_count,old_test_count,new_split,moved_count
singleton_0685,singleton,,1,1,0,1,0,0,train,0
singleton_0686,singleton,,1,1,0,1,0,0,train,0
singleton_0687,singleton,,1,1,0,0,0,1,test,0
singleton_0688,singleton,,1,1,0,1,0,0,train,0
singleton_0689,singleton,,1,1,0,0,1,0,validation,0
singleton_0690,singleton,,1,1,0,1,0,0,train,0
singleton_0691,singleton,,1,1,0,0,0,1,test,0
singleton_0692,singleton,,1,1,0,1,0,0,train,0
singleton_0693,singleton,,1,1,0,1,0,0,train,0
singleton_0694,singleton,,1,1,0,1,0,0,train,0
singleton_0695,singleton,,1,1,0,0,0,1,test,0
singleton_0696,singleton,,1,1,0,1,0,0,train,0
singleton_0697,singleton,,1,1,0,1,0,0,train,0
singleton_0698,singleton,,1,1,0,1,0,0,train,0
singleton_0699,singleton,,1,1,0,1,0,0,train,0
singleton_0700,singleton,,1,1,0,1,0,0,train,0
singleton_0701,singleton,,1,1,0,1,0,0,train,0
singleton_0702,singleton,,1,1,0,1,0,0,train,0
singleton_0703,singleton,,1,1,0,1,0,0,train,0
singleton_0704,singleton,,1,1,0,1,0,0,train,0
singleton_0705,singleton,,1,1,0,0,0,1,test,0
singleton_0706,singleton,,1,1,0,1,0,0,train,0
singleton_0707,singleton,,1,1,0,0,0,1,test,0
singleton_0708,singleton,,1,1,0,1,0,0,train,0
singleton_0709,singleton,,1,1,0,1,0,0,train,0
singleton_0710,singleton,,1,1,0,1,0,0,train,0
singleton_0711,singleton,,1,1,0,1,0,0,train,0
singleton_0712,singleton,,1,1,0,1,0,0,train,0
singleton_0713,singleton,,1,1,0,1,0,0,train,0
singleton_0714,singleton,,1,1,0,0,1,0,validation,0
singleton_0715,singleton,,1,1,0,1,0,0,train,0
singleton_0716,singleton,,1,1,0,1,0,0,train,0
singleton_0717,singleton,,1,1,0,0,1,0,validation,0
singleton_0718,singleton,,1,1,0,0,0,1,test,0
singleton_0719,singleton,,1,1,0,1,0,0,train,0
singleton_0720,singleton,,1,1,0,1,0,0,train,0
singleton_0721,singleton,,1,1,0,1,0,0,train,0
singleton_0722,singleton,,1,1,0,1,0,0,train,0
singleton_0723,singleton,,1,1,0,1,0,0,train,0
singleton_0724,singleton,,1,1,0,0,1,0,validation,0
singleton_0725,singleton,,1,1,0,1,0,0,train,0
singleton_0726,singleton,,1,1,0,1,0,0,train,0
singleton_0727,singleton,,1,1,0,1,0,0,train,0
singleton_0728,singleton,,1,1,0,0,0,1,test,0
singleton_0729,singleton,,1,1,0,0,1,0,validation,0
singleton_0730,singleton,,1,1,0,1,0,0,train,0
singleton_0731,singleton,,1,1,0,1,0,0,train,0
singleton_0732,singleton,,1,1,0,1,0,0,train,0
singleton_0733,singleton,,1,1,0,1,0,0,train,0
singleton_0734,singleton,,1,1,0,1,0,0,train,0
singleton_0735,singleton,,1,1,0,1,0,0,train,0
singleton_0736,singleton,,1,1,0,1,0,0,train,0
singleton_0737,singleton,,1,1,0,1,0,0,train,0
singleton_0738,singleton,,1,1,0,1,0,0,train,0
singleton_0739,singleton,,1,1,0,1,0,0,train,0
singleton_0740,singleton,,1,1,0,1,0,0,train,0
singleton_0741,singleton,,1,1,0,1,0,0,train,0
singleton_0742,singleton,,1,1,0,0,0,1,test,0
singleton_0743,singleton,,1,1,0,1,0,0,train,0
singleton_0744,singleton,,1,1,0,1,0,0,train,0
singleton_0745,singleton,,1,1,0,1,0,0,train,0
singleton_0746,singleton,,1,1,0,1,0,0,train,0
singleton_0747,singleton,,1,1,0,0,1,0,validation,0
singleton_0748,singleton,,1,1,0,1,0,0,train,0
singleton_0749,singleton,,1,1,0,1,0,0,train,0
singleton_0750,singleton,,1,1,0,1,0,0,train,0
singleton_0751,singleton,,1,1,0,1,0,0,train,0
singleton_0752,singleton,,1,1,0,1,0,0,train,0
singleton_0753,singleton,,1,1,0,0,0,1,test,0
singleton_0754,singleton,,1,1,0,1,0,0,train,0
singleton_0755,singleton,,1,1,0,1,0,0,train,0
singleton_0756,singleton,,1,1,0,1,0,0,train,0
singleton_0757,singleton,,1,1,0,1,0,0,train,0
singleton_0758,singleton,,1,1,0,1,0,0,train,0
singleton_0759,singleton,,1,1,0,1,0,0,train,0
singleton_0760,singleton,,1,1,0,1,0,0,train,0
singleton_0761,singleton,,1,1,0,1,0,0,train,0
singleton_0762,singleton,,1,1,0,0,0,1,test,0
singleton_0763,singleton,,1,1,0,0,1,0,validation,0
singleton_0764,singleton,,1,1,0,0,0,1,test,0
singleton_0765,singleton,,1,1,0,1,0,0,train,0
singleton_0766,singleton,,1,1,0,1,0,0,train,0
singleton_0767,singleton,,1,1,0,1,0,0,train,0
singleton_0768,singleton,,1,1,0,0,1,0,validation,0
singleton_0769,singleton,,1,1,0,1,0,0,train,0
singleton_0770,singleton,,1,1,0,1,0,0,train,0
singleton_0771,singleton,,1,1,0,1,0,0,train,0
singleton_0772,singleton,,1,1,0,0,0,1,test,0
singleton_0773,singleton,,1,1,0,1,0,0,train,0
singleton_0774,singleton,,1,1,0,0,1,0,validation,0
singleton_0775,singleton,,1,1,0,0,0,1,test,0
singleton_0776,singleton,,1,1,0,1,0,0,train,0
singleton_0777,singleton,,1,1,0,0,0,1,test,0
singleton_0778,singleton,,1,1,0,1,0,0,train,0
singleton_0779,singleton,,1,1,0,1,0,0,train,0
singleton_0780,singleton,,1,1,0,1,0,0,train,0
singleton_0781,singleton,,1,1,0,1,0,0,train,0
singleton_0782,singleton,,1,1,0,1,0,0,train,0
singleton_0783,singleton,,1,1,0,1,0,0,train,0
singleton_0784,singleton,,1,1,0,1,0,0,train,0
singleton_0785,singleton,,1,1,0,0,1,0,validation,0
singleton_0786,singleton,,1,1,0,1,0,0,train,0
singleton_0787,singleton,,1,1,0,1,0,0,train,0
singleton_0788,singleton,,1,1,0,1,0,0,train,0
singleton_0789,singleton,,1,1,0,1,0,0,train,0
singleton_0790,singleton,,1,1,0,1,0,0,train,0
singleton_0791,singleton,,1,1,0,1,0,0,train,0
singleton_0792,singleton,,1,1,0,1,0,0,train,0
singleton_0793,singleton,,1,1,0,1,0,0,train,0
singleton_0794,singleton,,1,1,0,1,0,0,train,0
singleton_0795,singleton,,1,1,0,1,0,0,train,0
singleton_0796,singleton,,1,1,0,1,0,0,train,0
singleton_0797,singleton,,1,1,0,1,0,0,train,0
singleton_0798,singleton,,1,1,0,0,1,0,validation,0
singleton_0799,singleton,,1,1,0,1,0,0,train,0
singleton_0800,singleton,,1,1,0,1,0,0,train,0
singleton_0801,singleton,,1,1,0,1,0,0,train,0
singleton_0802,singleton,,1,1,0,1,0,0,train,0
singleton_0803,singleton,,1,1,0,1,0,0,train,0
singleton_0804,singleton,,1,1,0,1,0,0,train,0
singleton_0805,singleton,,1,1,0,1,0,0,train,0
singleton_0806,singleton,,1,1,0,0,0,1,test,0
singleton_0807,singleton,,1,1,0,1,0,0,train,0
singleton_0808,singleton,,1,1,0,1,0,0,train,0
singleton_0809,singleton,,1,1,0,1,0,0,train,0
singleton_0810,singleton,,1,1,0,1,0,0,train,0
singleton_0811,singleton,,1,1,0,1,0,0,train,0
singleton_0812,singleton,,1,1,0,1,0,0,train,0
singleton_0813,singleton,,1,1,0,0,0,1,test,0
singleton_0814,singleton,,1,1,0,1,0,0,train,0
singleton_0815,singleton,,1,1,0,0,0,1,test,0
singleton_0816,singleton,,1,1,0,1,0,0,train,0
singleton_0817,singleton,,1,1,0,1,0,0,train,0
singleton_0818,singleton,,1,1,0,1,0,0,train,0
singleton_0819,singleton,,1,1,0,0,1,0,validation,0
singleton_0820,singleton,,1,1,0,0,0,1,test,0
singleton_0821,singleton,,1,1,0,1,0,0,train,0
singleton_0822,singleton,,1,1,0,1,0,0,train,0
singleton_0823,singleton,,1,1,0,1,0,0,train,0
singleton_0824,singleton,,1,1,0,0,0,1,test,0
singleton_0825,singleton,,1,1,0,0,0,1,test,0
singleton_0826,singleton,,1,1,0,1,0,0,train,0
singleton_0827,singleton,,1,1,0,1,0,0,train,0
singleton_0828,singleton,,1,1,0,1,0,0,train,0
singleton_0829,singleton,,1,1,0,0,1,0,validation,0
singleton_0830,singleton,,1,0,1,0,1,0,validation,0
singleton_0831,singleton,,1,0,1,1,0,0,train,0
singleton_0832,singleton,,1,0,1,1,0,0,train,0
singleton_0833,singleton,,1,0,1,1,0,0,train,0
singleton_0834,singleton,,1,0,1,1,0,0,train,0
singleton_0835,singleton,,1,0,1,1,0,0,train,0
singleton_0836,singleton,,1,0,1,0,0,1,test,0
singleton_0837,singleton,,1,0,1,1,0,0,train,0
singleton_0838,singleton,,1,0,1,0,1,0,validation,0
singleton_0839,singleton,,1,0,1,0,1,0,validation,0
singleton_0840,singleton,,1,0,1,1,0,0,train,0
singleton_0841,singleton,,1,0,1,0,0,1,test,0
singleton_0842,singleton,,1,0,1,1,0,0,train,0
singleton_0843,singleton,,1,0,1,1,0,0,train,0
singleton_0844,singleton,,1,0,1,1,0,0,train,0
singleton_0845,singleton,,1,0,1,1,0,0,train,0
singleton_0846,singleton,,1,0,1,1,0,0,train,0
singleton_0847,singleton,,1,0,1,0,1,0,validation,0
singleton_0848,singleton,,1,0,1,0,1,0,validation,0
singleton_0849,singleton,,1,0,1,0,1,0,validation,0
singleton_0850,singleton,,1,0,1,1,0,0,train,0
singleton_0851,singleton,,1,0,1,1,0,0,train,0
singleton_0852,singleton,,1,0,1,1,0,0,train,0
singleton_0853,singleton,,1,0,1,1,0,0,train,0
singleton_0854,singleton,,1,0,1,0,1,0,validation,0
singleton_0855,singleton,,1,0,1,0,0,1,test,0
singleton_0856,singleton,,1,0,1,1,0,0,train,0
singleton_0857,singleton,,1,0,1,1,0,0,train,0
singleton_0858,singleton,,1,0,1,1,0,0,train,0
singleton_0859,singleton,,1,0,1,1,0,0,train,0
singleton_0860,singleton,,1,0,1,0,1,0,validation,0
singleton_0861,singleton,,1,0,1,0,0,1,test,0
singleton_0862,singleton,,1,0,1,1,0,0,train,0
singleton_0863,singleton,,1,0,1,0,1,0,validation,0
singleton_0864,singleton,,1,0,1,1,0,0,train,0
singleton_0865,singleton,,1,0,1,0,1,0,validation,0
singleton_0866,singleton,,1,0,1,0,0,1,test,0
singleton_0867,singleton,,1,0,1,0,1,0,validation,0
singleton_0868,singleton,,1,0,1,0,1,0,validation,0
singleton_0869,singleton,,1,0,1,0,1,0,validation,0
singleton_0870,singleton,,1,0,1,1,0,0,train,0
singleton_0871,singleton,,1,0,1,1,0,0,train,0
singleton_0872,singleton,,1,0,1,0,0,1,test,0
singleton_0873,singleton,,1,0,1,0,0,1,test,0
singleton_0874,singleton,,1,0,1,1,0,0,train,0
singleton_0875,singleton,,1,0,1,1,0,0,train,0
singleton_0876,singleton,,1,0,1,1,0,0,train,0
singleton_0877,singleton,,1,0,1,1,0,0,train,0
singleton_0878,singleton,,1,0,1,1,0,0,train,0
singleton_0879,singleton,,1,0,1,1,0,0,train,0
singleton_0880,singleton,,1,0,1,1,0,0,train,0
singleton_0881,singleton,,1,0,1,1,0,0,train,0
singleton_0882,singleton,,1,0,1,1,0,0,train,0
singleton_0883,singleton,,1,0,1,1,0,0,train,0
singleton_0884,singleton,,1,0,1,1,0,0,train,0
singleton_0885,singleton,,1,0,1,1,0,0,train,0
singleton_0886,singleton,,1,0,1,0,1,0,validation,0
singleton_0887,singleton,,1,0,1,0,1,0,validation,0
singleton_0888,singleton,,1,0,1,1,0,0,train,0
singleton_0889,singleton,,1,0,1,0,0,1,test,0
singleton_0890,singleton,,1,0,1,0,0,1,test,0
singleton_0891,singleton,,1,0,1,0,1,0,validation,0
singleton_0892,singleton,,1,0,1,1,0,0,train,0
singleton_0893,singleton,,1,0,1,1,0,0,train,0
singleton_0894,singleton,,1,0,1,0,1,0,validation,0
singleton_0895,singleton,,1,0,1,0,0,1,test,0
singleton_0896,singleton,,1,0,1,1,0,0,train,0
singleton_0897,singleton,,1,0,1,0,0,1,test,0
singleton_0898,singleton,,1,0,1,1,0,0,train,0
singleton_0899,singleton,,1,0,1,1,0,0,train,0
singleton_0900,singleton,,1,0,1,1,0,0,train,0
singleton_0901,singleton,,1,0,1,0,0,1,test,0
singleton_0902,singleton,,1,0,1,0,0,1,test,0
singleton_0903,singleton,,1,0,1,0,0,1,test,0
singleton_0904,singleton,,1,0,1,1,0,0,train,0
singleton_0905,singleton,,1,0,1,1,0,0,train,0
singleton_0906,singleton,,1,0,1,1,0,0,train,0
singleton_0907,singleton,,1,0,1,1,0,0,train,0
singleton_0908,singleton,,1,0,1,1,0,0,train,0
singleton_0909,singleton,,1,0,1,1,0,0,train,0
singleton_0910,singleton,,1,0,1,1,0,0,train,0
singleton_0911,singleton,,1,0,1,1,0,0,train,0
singleton_0912,singleton,,1,0,1,0,0,1,test,0
singleton_0913,singleton,,1,0,1,1,0,0,train,0
singleton_0914,singleton,,1,0,1,1,0,0,train,0
singleton_0915,singleton,,1,0,1,1,0,0,train,0
singleton_0916,singleton,,1,0,1,0,0,1,test,0
singleton_0917,singleton,,1,0,1,0,1,0,validation,0
singleton_0918,singleton,,1,0,1,1,0,0,train,0
singleton_0919,singleton,,1,0,1,1,0,0,train,0
singleton_0920,singleton,,1,0,1,1,0,0,train,0
singleton_0921,singleton,,1,0,1,1,0,0,train,0
singleton_0922,singleton,,1,0,1,0,0,1,test,0
singleton_0923,singleton,,1,0,1,1,0,0,train,0
singleton_0924,singleton,,1,0,1,1,0,0,train,0
singleton_0925,singleton,,1,0,1,1,0,0,train,0
singleton_0926,singleton,,1,0,1,1,0,0,train,0
singleton_0927,singleton,,1,0,1,0,0,1,test,0
singleton_0928,singleton,,1,0,1,1,0,0,train,0
singleton_0929,singleton,,1,0,1,0,0,1,test,0
singleton_0930,singleton,,1,0,1,1,0,0,train,0
singleton_0931,singleton,,1,0,1,1,0,0,train,0
singleton_0932,singleton,,1,0,1,1,0,0,train,0
singleton_0933,singleton,,1,0,1,1,0,0,train,0
singleton_0934,singleton,,1,0,1,1,0,0,train,0
singleton_0935,singleton,,1,0,1,0,0,1,test,0
singleton_0936,singleton,,1,0,1,1,0,0,train,0
singleton_0937,singleton,,1,0,1,1,0,0,train,0
singleton_0938,singleton,,1,0,1,1,0,0,train,0
singleton_0939,singleton,,1,0,1,1,0,0,train,0
singleton_0940,singleton,,1,0,1,1,0,0,train,0
singleton_0941,singleton,,1,0,1,1,0,0,train,0
singleton_0942,singleton,,1,0,1,0,0,1,test,0
singleton_0943,singleton,,1,0,1,1,0,0,train,0
singleton_0944,singleton,,1,0,1,1,0,0,train,0
singleton_0945,singleton,,1,0,1,0,1,0,validation,0
singleton_0946,singleton,,1,0,1,1,0,0,train,0
singleton_0947,singleton,,1,0,1,1,0,0,train,0
singleton_0948,singleton,,1,0,1,1,0,0,train,0
singleton_0949,singleton,,1,0,1,1,0,0,train,0
singleton_0950,singleton,,1,0,1,1,0,0,train,0
singleton_0951,singleton,,1,0,1,1,0,0,train,0
singleton_0952,singleton,,1,0,1,1,0,0,train,0
singleton_0953,singleton,,1,0,1,1,0,0,train,0
singleton_0954,singleton,,1,0,1,0,0,1,test,0
singleton_0955,singleton,,1,0,1,1,0,0,train,0
singleton_0956,singleton,,1,0,1,0,1,0,validation,0
singleton_0957,singleton,,1,0,1,1,0,0,train,0
singleton_0958,singleton,,1,0,1,0,1,0,validation,0
singleton_0959,singleton,,1,0,1,0,1,0,validation,0
singleton_0960,singleton,,1,0,1,1,0,0,train,0
singleton_0961,singleton,,1,0,1,1,0,0,train,0
singleton_0962,singleton,,1,0,1,1,0,0,train,0
singleton_0963,singleton,,1,0,1,0,0,1,test,0
singleton_0964,singleton,,1,0,1,1,0,0,train,0
singleton_0965,singleton,,1,0,1,1,0,0,train,0
singleton_0966,singleton,,1,0,1,1,0,0,train,0
singleton_0967,singleton,,1,0,1,1,0,0,train,0
singleton_0968,singleton,,1,0,1,1,0,0,train,0
singleton_0969,singleton,,1,0,1,0,1,0,validation,0
singleton_0970,singleton,,1,0,1,1,0,0,train,0
singleton_0971,singleton,,1,0,1,1,0,0,train,0
singleton_0972,singleton,,1,0,1,0,0,1,test,0
singleton_0973,singleton,,1,0,1,0,1,0,validation,0
singleton_0974,singleton,,1,0,1,0,1,0,validation,0
singleton_0975,singleton,,1,0,1,0,0,1,test,0
singleton_0976,singleton,,1,0,1,0,1,0,validation,0
singleton_0977,singleton,,1,0,1,1,0,0,train,0
singleton_0978,singleton,,1,0,1,1,0,0,train,0
singleton_0979,singleton,,1,0,1,1,0,0,train,0
singleton_0980,singleton,,1,0,1,1,0,0,train,0
singleton_0981,singleton,,1,0,1,1,0,0,train,0
singleton_0982,singleton,,1,0,1,1,0,0,train,0
singleton_0983,singleton,,1,0,1,1,0,0,train,0
singleton_0984,singleton,,1,0,1,0,1,0,validation,0
singleton_0985,singleton,,1,0,1,0,0,1,test,0
singleton_0986,singleton,,1,0,1,0,1,0,validation,0
singleton_0987,singleton,,1,0,1,1,0,0,train,0
singleton_0988,singleton,,1,0,1,1,0,0,train,0
singleton_0989,singleton,,1,0,1,1,0,0,train,0
singleton_0990,singleton,,1,0,1,0,1,0,validation,0
singleton_0991,singleton,,1,0,1,1,0,0,train,0
singleton_0992,singleton,,1,0,1,0,0,1,test,0
singleton_0993,singleton,,1,0,1,1,0,0,train,0
singleton_0994,singleton,,1,0,1,0,0,1,test,0
singleton_0995,singleton,,1,0,1,0,1,0,validation,0
singleton_0996,singleton,,1,0,1,1,0,0,train,0
singleton_0997,singleton,,1,0,1,1,0,0,train,0
singleton_0998,singleton,,1,0,1,0,1,0,validation,0
singleton_0999,singleton,,1,0,1,1,0,0,train,0
singleton_1000,singleton,,1,0,1,0,0,1,test,0
singleton_1001,singleton,,1,0,1,0,0,1,test,0
singleton_1002,singleton,,1,0,1,1,0,0,train,0
singleton_1003,singleton,,1,0,1,1,0,0,train,0
singleton_1004,singleton,,1,0,1,1,0,0,train,0
singleton_1005,singleton,,1,0,1,1,0,0,train,0
singleton_1006,singleton,,1,0,1,0,0,1,test,0
singleton_1007,singleton,,1,0,1,1,0,0,train,0
singleton_1008,singleton,,1,0,1,1,0,0,train,0
singleton_1009,singleton,,1,0,1,1,0,0,train,0
singleton_1010,singleton,,1,0,1,0,0,1,test,0
singleton_1011,singleton,,1,0,1,1,0,0,train,0
singleton_1012,singleton,,1,0,1,0,0,1,test,0
singleton_1013,singleton,,1,0,1,1,0,0,train,0
singleton_1014,singleton,,1,0,1,1,0,0,train,0
singleton_1015,singleton,,1,0,1,1,0,0,train,0
singleton_1016,singleton,,1,0,1,0,1,0,validation,0
singleton_1017,singleton,,1,0,1,1,0,0,train,0
singleton_1018,singleton,,1,0,1,1,0,0,train,0
singleton_1019,singleton,,1,0,1,1,0,0,train,0
singleton_1020,singleton,,1,0,1,1,0,0,train,0
singleton_1021,singleton,,1,0,1,1,0,0,train,0
singleton_1022,singleton,,1,0,1,1,0,0,train,0
singleton_1023,singleton,,1,0,1,1,0,0,train,0
singleton_1024,singleton,,1,0,1,1,0,0,train,0
singleton_1025,singleton,,1,0,1,0,1,0,validation,0
singleton_1026,singleton,,1,0,1,1,0,0,train,0
singleton_1027,singleton,,1,0,1,1,0,0,train,0
singleton_1028,singleton,,1,0,1,1,0,0,train,0
singleton_1029,singleton,,1,0,1,1,0,0,train,0
singleton_1030,singleton,,1,0,1,1,0,0,train,0
singleton_1031,singleton,,1,0,1,1,0,0,train,0
singleton_1032,singleton,,1,0,1,1,0,0,train,0
singleton_1033,singleton,,1,0,1,1,0,0,train,0
singleton_1034,singleton,,1,0,1,1,0,0,train,0
singleton_1035,singleton,,1,0,1,1,0,0,train,0
singleton_1036,singleton,,1,0,1,1,0,0,train,0
singleton_1037,singleton,,1,0,1,0,0,1,test,0
singleton_1038,singleton,,1,0,1,1,0,0,train,0
singleton_1039,singleton,,1,0,1,0,0,1,test,0
singleton_1040,singleton,,1,0,1,1,0,0,train,0
singleton_1041,singleton,,1,0,1,1,0,0,train,0
singleton_1042,singleton,,1,0,1,1,0,0,train,0
singleton_1043,singleton,,1,0,1,1,0,0,train,0
singleton_1044,singleton,,1,0,1,0,0,1,test,0
singleton_1045,singleton,,1,0,1,1,0,0,train,0
singleton_1046,singleton,,1,0,1,0,0,1,test,0
singleton_1047,singleton,,1,0,1,1,0,0,train,0
singleton_1048,singleton,,1,0,1,0,1,0,validation,0
singleton_1049,singleton,,1,0,1,1,0,0,train,0
singleton_1050,singleton,,1,0,1,1,0,0,train,0
singleton_1051,singleton,,1,0,1,1,0,0,train,0
singleton_1052,singleton,,1,0,1,0,1,0,validation,0
singleton_1053,singleton,,1,0,1,1,0,0,train,0
singleton_1054,singleton,,1,0,1,1,0,0,train,0
singleton_1055,singleton,,1,0,1,1,0,0,train,0
singleton_1056,singleton,,1,0,1,0,1,0,validation,0
singleton_1057,singleton,,1,0,1,1,0,0,train,0
singleton_1058,singleton,,1,0,1,0,1,0,validation,0
singleton_1059,singleton,,1,0,1,0,1,0,validation,0
singleton_1060,singleton,,1,0,1,1,0,0,train,0
singleton_1061,singleton,,1,0,1,1,0,0,train,0
singleton_1062,singleton,,1,0,1,1,0,0,train,0
singleton_1063,singleton,,1,0,1,1,0,0,train,0
singleton_1064,singleton,,1,0,1,1,0,0,train,0
singleton_1065,singleton,,1,0,1,1,0,0,train,0
singleton_1066,singleton,,1,0,1,1,0,0,train,0
singleton_1067,singleton,,1,0,1,1,0,0,train,0
singleton_1068,singleton,,1,0,1,1,0,0,train,0
singleton_1069,singleton,,1,0,1,0,1,0,validation,0
singleton_1070,singleton,,1,0,1,1,0,0,train,0
singleton_1071,singleton,,1,0,1,0,1,0,validation,0
singleton_1072,singleton,,1,0,1,1,0,0,train,0
singleton_1073,singleton,,1,0,1,0,0,1,test,0
singleton_1074,singleton,,1,0,1,1,0,0,train,0
singleton_1075,singleton,,1,0,1,1,0,0,train,0
singleton_1076,singleton,,1,0,1,1,0,0,train,0
singleton_1077,singleton,,1,0,1,1,0,0,train,0
singleton_1078,singleton,,1,0,1,1,0,0,train,0
singleton_1079,singleton,,1,0,1,1,0,0,train,0
singleton_1080,singleton,,1,0,1,1,0,0,train,0
singleton_1081,singleton,,1,0,1,0,0,1,test,0
singleton_1082,singleton,,1,0,1,0,1,0,validation,0
singleton_1083,singleton,,1,0,1,1,0,0,train,0
singleton_1084,singleton,,1,0,1,0,0,1,test,0
singleton_1085,singleton,,1,0,1,0,1,0,validation,0
singleton_1086,singleton,,1,0,1,1,0,0,train,0
singleton_1087,singleton,,1,0,1,0,0,1,test,0
singleton_1088,singleton,,1,0,1,1,0,0,train,0
singleton_1089,singleton,,1,0,1,1,0,0,train,0
singleton_1090,singleton,,1,0,1,1,0,0,train,0
singleton_1091,singleton,,1,0,1,1,0,0,train,0
singleton_1092,singleton,,1,0,1,1,0,0,train,0
singleton_1093,singleton,,1,0,1,1,0,0,train,0
singleton_1094,singleton,,1,0,1,1,0,0,train,0
singleton_1095,singleton,,1,0,1,1,0,0,train,0
singleton_1096,singleton,,1,0,1,0,0,1,test,0
singleton_1097,singleton,,1,0,1,1,0,0,train,0
singleton_1098,singleton,,1,0,1,1,0,0,train,0
singleton_1099,singleton,,1,0,1,1,0,0,train,0
singleton_1100,singleton,,1,0,1,1,0,0,train,0
singleton_1101,singleton,,1,0,1,1,0,0,train,0
singleton_1102,singleton,,1,0,1,1,0,0,train,0
singleton_1103,singleton,,1,0,1,1,0,0,train,0
singleton_1104,singleton,,1,0,1,1,0,0,train,0
singleton_1105,singleton,,1,0,1,1,0,0,train,0
singleton_1106,singleton,,1,0,1,0,0,1,test,0
singleton_1107,singleton,,1,0,1,0,0,1,test,0
singleton_1108,singleton,,1,0,1,0,1,0,validation,0
singleton_1109,singleton,,1,0,1,1,0,0,train,0
singleton_1110,singleton,,1,0,1,1,0,0,train,0
singleton_1111,singleton,,1,0,1,0,1,0,validation,0
singleton_1112,singleton,,1,0,1,1,0,0,train,0
singleton_1113,singleton,,1,0,1,1,0,0,train,0
singleton_1114,singleton,,1,0,1,1,0,0,train,0
singleton_1115,singleton,,1,0,1,0,1,0,validation,0
singleton_1116,singleton,,1,0,1,1,0,0,train,0
singleton_1117,singleton,,1,0,1,1,0,0,train,0
singleton_1118,singleton,,1,0,1,0,1,0,validation,0
singleton_1119,singleton,,1,0,1,1,0,0,train,0
singleton_1120,singleton,,1,0,1,1,0,0,train,0
singleton_1121,singleton,,1,0,1,1,0,0,train,0
singleton_1122,singleton,,1,0,1,1,0,0,train,0
singleton_1123,singleton,,1,0,1,1,0,0,train,0
singleton_1124,singleton,,1,0,1,1,0,0,train,0
singleton_1125,singleton,,1,0,1,1,0,0,train,0
singleton_1126,singleton,,1,0,1,1,0,0,train,0
singleton_1127,singleton,,1,0,1,1,0,0,train,0
singleton_1128,singleton,,1,0,1,0,0,1,test,0
singleton_1129,singleton,,1,0,1,0,1,0,validation,0
singleton_1130,singleton,,1,0,1,1,0,0,train,0
singleton_1131,singleton,,1,0,1,0,1,0,validation,0
singleton_1132,singleton,,1,0,1,1,0,0,train,0
singleton_1133,singleton,,1,0,1,1,0,0,train,0
singleton_1134,singleton,,1,0,1,1,0,0,train,0
singleton_1135,singleton,,1,0,1,1,0,0,train,0
singleton_1136,singleton,,1,0,1,1,0,0,train,0
singleton_1137,singleton,,1,0,1,1,0,0,train,0
singleton_1138,singleton,,1,0,1,1,0,0,train,0
singleton_1139,singleton,,1,0,1,1,0,0,train,0
singleton_1140,singleton,,1,0,1,1,0,0,train,0
singleton_1141,singleton,,1,0,1,1,0,0,train,0
singleton_1142,singleton,,1,0,1,1,0,0,train,0
singleton_1143,singleton,,1,0,1,0,0,1,test,0
singleton_1144,singleton,,1,0,1,1,0,0,train,0
singleton_1145,singleton,,1,0,1,1,0,0,train,0
singleton_1146,singleton,,1,0,1,1,0,0,train,0
singleton_1147,singleton,,1,0,1,1,0,0,train,0
singleton_1148,singleton,,1,0,1,1,0,0,train,0
singleton_1149,singleton,,1,0,1,1,0,0,train,0
singleton_1150,singleton,,1,0,1,1,0,0,train,0
singleton_1151,singleton,,1,0,1,0,0,1,test,0
singleton_1152,singleton,,1,0,1,1,0,0,train,0
singleton_1153,singleton,,1,0,1,0,1,0,validation,0
singleton_1154,singleton,,1,0,1,0,1,0,validation,0
singleton_1155,singleton,,1,0,1,1,0,0,train,0
singleton_1156,singleton,,1,0,1,0,0,1,test,0
singleton_1157,singleton,,1,0,1,1,0,0,train,0
singleton_1158,singleton,,1,0,1,0,0,1,test,0
singleton_1159,singleton,,1,0,1,1,0,0,train,0
singleton_1160,singleton,,1,0,1,1,0,0,train,0
singleton_1161,singleton,,1,0,1,1,0,0,train,0
singleton_1162,singleton,,1,0,1,1,0,0,train,0
singleton_1163,singleton,,1,0,1,0,1,0,validation,0
singleton_1164,singleton,,1,0,1,0,1,0,validation,0
singleton_1165,singleton,,1,0,1,1,0,0,train,0
singleton_1166,singleton,,1,0,1,1,0,0,train,0
singleton_1167,singleton,,1,0,1,1,0,0,train,0
singleton_1168,singleton,,1,0,1,0,1,0,validation,0
singleton_1169,singleton,,1,0,1,1,0,0,train,0
singleton_1170,singleton,,1,0,1,1,0,0,train,0
singleton_1171,singleton,,1,0,1,1,0,0,train,0
singleton_1172,singleton,,1,0,1,1,0,0,train,0
singleton_1173,singleton,,1,0,1,0,0,1,test,0
singleton_1174,singleton,,1,0,1,1,0,0,train,0
singleton_1175,singleton,,1,0,1,0,0,1,test,0
singleton_1176,singleton,,1,0,1,0,1,0,validation,0
singleton_1177,singleton,,1,0,1,0,0,1,test,0
singleton_1178,singleton,,1,0,1,1,0,0,train,0
singleton_1179,singleton,,1,0,1,1,0,0,train,0
